job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
ai05802,data analyst,48152,usd,en,pt,india,m,india,50,"aws, spark, linux, pytorch",master,1,healthcare,2025-01-20,2025-03-27,2303,9.6,advanced robotics
ai05803,computer vision engineer,111994,eur,mi,fl,netherlands,m,austria,0,"python, tensorflow, spark",associate,3,education,2025-04-26,2025-06-22,1441,9.8,predictive systems
ai05804,research scientist,264874,usd,ex,fl,united states,l,united states,100,"gcp, python, tableau, data visualization, tensorflow",associate,14,technology,2024-05-14,2024-06-27,1623,8.3,neural networks co
ai05805,ai architect,195938,usd,ex,pt,sweden,l,sweden,0,"data visualization, scala, kubernetes",master,11,government,2024-04-14,2024-06-10,1672,9.8,cloud ai solutions
ai05806,machine learning engineer,66539,usd,mi,ct,china,m,china,50,"tensorflow, git, python",bachelor,2,education,2025-03-19,2025-04-22,1176,6.4,algorithmic solutions
ai05807,ai software engineer,89067,eur,en,ct,germany,l,germany,0,"python, tensorflow, docker, pytorch, azure",phd,1,manufacturing,2024-12-17,2025-02-15,1430,7.3,advanced robotics
ai05808,research scientist,87710,usd,mi,pt,australia,l,israel,50,"mathematics, mlops, computer vision, pytorch, scala",master,2,government,2024-03-24,2024-04-27,627,7.2,datavision ltd
ai05809,ai architect,227002,eur,ex,pt,germany,m,germany,0,"spark, git, tableau",associate,18,technology,2024-05-16,2024-06-28,803,8.4,advanced robotics
ai05810,computer vision engineer,171380,usd,ex,fl,israel,m,israel,50,"aws, linux, data visualization, nlp, statistics",bachelor,12,government,2024-06-21,2024-08-02,875,8.9,predictive systems
ai05811,nlp engineer,138709,usd,mi,pt,united states,l,united states,50,"kubernetes, python, mathematics",master,4,energy,2024-03-14,2024-04-21,602,7.6,smart analytics
ai05812,ai research scientist,73556,eur,en,fl,netherlands,s,netherlands,50,"pytorch, tensorflow, r",phd,1,gaming,2025-03-31,2025-05-13,1697,7.4,cognitive computing
ai05813,autonomous systems engineer,37672,usd,en,pt,india,s,india,50,"aws, python, mathematics, tensorflow",master,1,automotive,2024-01-25,2024-02-15,1993,7.9,datavision ltd
ai05814,deep learning engineer,197641,usd,se,ct,denmark,m,denmark,0,"gcp, r, mlops, hadoop",bachelor,8,automotive,2024-10-29,2024-12-07,569,9.6,predictive systems
ai05815,ai software engineer,51239,usd,en,pt,ireland,l,ireland,100,"azure, r, kubernetes",associate,1,manufacturing,2024-01-08,2024-02-23,1891,9.6,future systems
ai05816,principal data scientist,51975,usd,en,fl,australia,m,australia,100,"aws, azure, sql, spark",bachelor,1,energy,2025-02-20,2025-03-14,2477,5.1,quantum computing inc
ai05817,research scientist,60134,usd,mi,fl,china,l,singapore,0,"mathematics, statistics, linux, tableau, deep learning",bachelor,2,healthcare,2024-08-17,2024-10-07,553,6.5,neural networks co
ai05818,research scientist,114743,usd,ex,pt,india,m,india,0,"git, spark, linux, r, python",phd,16,media,2024-04-16,2024-06-10,1657,6.5,predictive systems
ai05819,principal data scientist,151722,usd,ex,ct,sweden,s,sweden,50,"docker, gcp, hadoop, scala, linux",master,16,automotive,2025-01-31,2025-03-24,631,9.0,cloud ai solutions
ai05820,research scientist,65494,usd,se,fl,japan,s,singapore,0,"data visualization, nlp, deep learning, kubernetes",phd,5,transportation,2024-12-28,2025-02-23,2285,6.4,cognitive computing
ai05821,deep learning engineer,82178,usd,en,fl,norway,m,norway,0,"docker, linux, gcp, python",bachelor,0,healthcare,2024-04-10,2024-06-11,1845,8.0,cloud ai solutions
ai05822,deep learning engineer,101619,usd,mi,ct,united states,l,united states,100,"java, deep learning, docker",bachelor,4,consulting,2024-12-09,2025-01-12,2175,9.9,future systems
ai05823,ml ops engineer,53986,usd,en,ft,sweden,s,japan,50,"kubernetes, hadoop, scala, gcp",phd,1,automotive,2025-04-06,2025-05-22,1870,9.5,techcorp inc
ai05824,data analyst,92625,eur,se,fl,france,s,france,50,"pytorch, aws, sql, scala, tensorflow",master,7,technology,2024-04-24,2024-05-31,2243,5.4,digital transformation llc
ai05825,principal data scientist,98654,usd,mi,pt,united states,l,india,50,"python, tensorflow, pytorch",associate,2,government,2024-10-12,2024-12-17,1396,5.4,quantum computing inc
ai05826,ai specialist,66469,eur,en,fl,france,l,france,50,"kubernetes, scala, spark, computer vision, hadoop",phd,0,technology,2025-02-20,2025-04-13,1647,7.6,quantum computing inc
ai05827,principal data scientist,51562,usd,en,fl,sweden,s,sweden,100,"java, tensorflow, mlops, linux",bachelor,0,healthcare,2024-11-28,2025-01-19,1448,9.0,cloud ai solutions
ai05828,robotics engineer,101007,usd,ex,pt,austria,s,austria,0,"spark, sql, java, azure, mlops",master,14,media,2024-02-26,2024-05-04,1804,9.9,quantum computing inc
ai05829,head of ai,91390,usd,se,fl,japan,s,japan,100,"data visualization, linux, docker",associate,6,manufacturing,2025-02-13,2025-04-21,801,9.0,datavision ltd
ai05830,research scientist,42122,usd,en,ft,south korea,m,south korea,100,"pytorch, linux, nlp, gcp, sql",phd,1,telecommunications,2025-01-27,2025-03-11,2217,8.6,neural networks co
ai05831,ai consultant,66992,eur,en,fl,france,m,france,50,"data visualization, sql, azure, docker",master,0,consulting,2024-01-02,2024-01-27,1199,8.8,ai innovations
ai05832,ai software engineer,99011,eur,mi,pt,france,l,germany,100,"mlops, python, linux, computer vision, tensorflow",associate,4,government,2024-10-26,2024-12-29,883,6.9,predictive systems
ai05833,machine learning engineer,170202,usd,ex,pt,austria,m,austria,100,"azure, java, r, hadoop",phd,17,gaming,2024-09-07,2024-10-31,1761,6.6,techcorp inc
ai05834,data analyst,103487,usd,se,fl,canada,m,canada,100,"spark, python, linux, tensorflow",bachelor,8,technology,2025-04-20,2025-06-21,2219,8.9,ai innovations
ai05835,data engineer,55859,usd,mi,fl,austria,m,canada,0,"scala, linux, statistics",master,4,energy,2024-12-10,2025-02-19,1317,9.2,digital transformation llc
ai05836,principal data scientist,129593,usd,mi,fl,united states,m,united states,0,"nlp, r, mlops, statistics",master,2,healthcare,2025-04-01,2025-04-24,2227,9.5,datavision ltd
ai05837,ml ops engineer,102142,usd,mi,pt,united states,m,united states,100,"mathematics, gcp, data visualization",associate,3,consulting,2024-03-15,2024-05-02,2289,5.1,digital transformation llc
ai05838,robotics engineer,110548,eur,mi,ft,netherlands,m,netherlands,100,"java, python, deep learning",associate,3,gaming,2025-01-14,2025-02-24,733,6.4,ai innovations
ai05839,ai research scientist,120099,usd,se,pt,australia,m,australia,50,"kubernetes, mlops, spark, scala, hadoop",phd,7,telecommunications,2024-06-15,2024-07-05,1736,8.8,future systems
ai05840,ai consultant,133076,usd,ex,ct,ireland,s,ireland,0,"linux, tableau, sql",master,12,education,2025-01-19,2025-03-15,1914,5.1,digital transformation llc
ai05841,ai consultant,94231,usd,en,ft,switzerland,l,switzerland,0,"python, gcp, mathematics, git",associate,0,energy,2024-04-19,2024-06-23,1068,9.4,quantum computing inc
ai05842,deep learning engineer,230984,eur,ex,pt,netherlands,s,netherlands,0,"sql, hadoop, statistics",master,14,retail,2025-04-06,2025-05-27,2243,9.7,advanced robotics
ai05843,deep learning engineer,57312,usd,en,fl,australia,s,australia,100,"sql, python, git, aws, linux",bachelor,0,retail,2024-10-09,2024-12-08,713,5.3,quantum computing inc
ai05844,data scientist,126072,usd,se,ft,sweden,l,denmark,0,"pytorch, git, mlops, kubernetes",master,9,finance,2024-10-24,2024-12-07,576,9.2,neural networks co
ai05845,robotics engineer,154386,usd,ex,ct,ireland,l,ireland,0,"scala, mlops, r",associate,15,energy,2024-09-29,2024-11-17,1532,9.9,algorithmic solutions
ai05846,ai architect,101102,usd,se,ft,japan,l,japan,0,"pytorch, java, deep learning",bachelor,6,technology,2024-05-11,2024-07-07,907,5.7,algorithmic solutions
ai05847,robotics engineer,318078,usd,ex,ct,denmark,l,denmark,100,"nlp, gcp, java",phd,11,automotive,2024-09-03,2024-11-02,2250,8.7,machine intelligence group
ai05848,research scientist,166296,gbp,ex,fl,united kingdom,s,united kingdom,50,"r, java, mlops, git, deep learning",master,16,government,2024-04-08,2024-05-04,2209,6.8,cloud ai solutions
ai05849,principal data scientist,66282,usd,en,ct,switzerland,s,switzerland,100,"linux, git, azure, tableau, aws",phd,0,retail,2024-06-06,2024-07-28,1236,6.9,neural networks co
ai05850,data scientist,84634,usd,se,ct,china,s,china,0,"deep learning, python, kubernetes, sql, r",bachelor,8,consulting,2025-02-26,2025-03-29,1602,6.2,machine intelligence group
ai05851,ml ops engineer,85112,usd,en,pt,switzerland,m,switzerland,50,"mlops, data visualization, sql, statistics",phd,0,energy,2025-01-15,2025-02-27,771,5.4,cloud ai solutions
ai05852,head of ai,103765,usd,se,ft,japan,m,norway,50,"pytorch, python, scala",master,6,automotive,2024-05-18,2024-07-27,1981,7.1,deeptech ventures
ai05853,ml ops engineer,209153,eur,ex,fl,netherlands,s,israel,0,"kubernetes, azure, data visualization, mlops, python",master,14,automotive,2024-05-15,2024-07-06,1158,6.6,ai innovations
ai05854,ai software engineer,185143,gbp,se,ft,united kingdom,l,united kingdom,0,"gcp, mlops, python",master,5,finance,2025-02-27,2025-03-19,2392,9.6,machine intelligence group
ai05855,robotics engineer,65535,usd,en,ft,canada,l,canada,50,"python, hadoop, kubernetes",master,0,energy,2024-07-15,2024-09-14,1817,6.9,predictive systems
ai05856,deep learning engineer,45865,usd,en,ft,india,l,india,0,"linux, azure, tensorflow, statistics, data visualization",bachelor,0,consulting,2024-12-09,2025-02-08,2225,9.8,smart analytics
ai05857,ml ops engineer,159097,usd,ex,ft,singapore,s,singapore,100,"r, mlops, python",phd,11,gaming,2024-02-18,2024-03-06,1197,5.2,cognitive computing
ai05858,principal data scientist,77642,usd,en,pt,norway,l,norway,0,"python, nlp, linux, spark, tensorflow",associate,1,finance,2024-04-11,2024-05-19,944,6.1,machine intelligence group
ai05859,deep learning engineer,88857,eur,mi,fl,germany,l,germany,0,"tensorflow, kubernetes, linux",phd,4,transportation,2024-06-03,2024-07-12,1126,5.2,techcorp inc
ai05860,computer vision engineer,93215,usd,ex,pt,japan,s,japan,100,"deep learning, java, tableau, aws",phd,17,healthcare,2024-02-12,2024-03-14,761,6.7,datavision ltd
ai05861,ai specialist,205542,usd,se,ct,united states,l,united states,100,"aws, python, tableau",associate,8,education,2024-01-16,2024-02-05,1942,6.2,cloud ai solutions
ai05862,nlp engineer,54744,usd,mi,fl,austria,s,austria,100,"azure, kubernetes, spark",phd,3,energy,2024-03-28,2024-04-15,756,8.2,advanced robotics
ai05863,ai product manager,173985,eur,ex,ft,france,m,india,100,"kubernetes, deep learning, gcp, aws, r",bachelor,10,finance,2025-04-18,2025-05-23,2390,5.3,techcorp inc
ai05864,ai specialist,205134,usd,ex,ft,australia,l,india,0,"nlp, aws, deep learning, spark, tensorflow",associate,13,retail,2024-06-26,2024-07-18,830,9.1,datavision ltd
ai05865,ai architect,176425,usd,se,pt,switzerland,s,switzerland,50,"r, hadoop, docker, kubernetes, sql",associate,9,finance,2024-09-22,2024-10-20,1420,8.1,smart analytics
ai05866,data analyst,48363,usd,mi,pt,japan,s,ireland,100,"r, nlp, sql, docker, pytorch",master,4,education,2024-10-23,2024-12-24,761,8.8,quantum computing inc
ai05867,principal data scientist,119954,eur,se,ft,france,s,japan,50,"data visualization, linux, kubernetes, tableau, docker",associate,9,retail,2024-08-11,2024-10-04,2238,7.3,advanced robotics
ai05868,ml ops engineer,90928,eur,mi,pt,germany,s,germany,50,"java, statistics, deep learning, computer vision",bachelor,3,real estate,2024-08-01,2024-09-02,1504,5.2,neural networks co
ai05869,ai product manager,105530,eur,mi,ct,germany,m,germany,0,"r, tableau, sql, mathematics",master,2,telecommunications,2024-12-25,2025-02-24,1345,5.2,neural networks co
ai05870,ai research scientist,67621,eur,mi,ct,germany,s,germany,50,"nlp, azure, deep learning",bachelor,2,manufacturing,2025-04-30,2025-05-25,2161,7.6,advanced robotics
ai05871,research scientist,78105,usd,se,fl,south korea,s,south korea,0,"pytorch, scala, tableau, kubernetes",associate,7,retail,2024-02-06,2024-03-11,1249,7.1,machine intelligence group
ai05872,autonomous systems engineer,100362,usd,se,ft,ireland,m,ireland,50,"nlp, hadoop, java",bachelor,7,retail,2024-12-18,2025-02-22,1549,6.8,datavision ltd
ai05873,ai architect,102509,usd,se,fl,india,l,india,0,"git, linux, kubernetes, deep learning",associate,9,real estate,2024-10-05,2024-11-30,1121,9.4,algorithmic solutions
ai05874,ai specialist,160758,usd,ex,pt,south korea,m,south korea,100,"mathematics, git, azure",master,11,education,2024-05-04,2024-05-19,1491,5.1,digital transformation llc
ai05875,nlp engineer,205594,eur,ex,fl,netherlands,m,austria,0,"java, deep learning, python, gcp",bachelor,18,media,2024-04-25,2024-06-05,1709,8.9,techcorp inc
ai05876,data engineer,144869,usd,mi,ft,united states,l,france,50,"hadoop, aws, computer vision, tensorflow, azure",phd,2,telecommunications,2024-08-31,2024-09-19,1653,7.8,datavision ltd
ai05877,data scientist,85641,usd,mi,ft,canada,m,canada,50,"python, kubernetes, tensorflow, aws",master,3,real estate,2024-02-02,2024-03-14,875,9.2,cognitive computing
ai05878,autonomous systems engineer,106957,usd,se,fl,finland,l,finland,0,"deep learning, tensorflow, mlops",phd,9,technology,2024-03-15,2024-04-06,1199,8.5,cloud ai solutions
ai05879,autonomous systems engineer,42185,usd,en,fl,south korea,l,south korea,100,"aws, kubernetes, hadoop",bachelor,0,automotive,2024-08-21,2024-10-25,752,9.6,digital transformation llc
ai05880,autonomous systems engineer,106174,usd,se,fl,singapore,s,singapore,0,"r, scala, git",phd,9,media,2024-05-11,2024-06-19,1919,9.9,predictive systems
ai05881,ai software engineer,154100,usd,se,fl,singapore,m,singapore,50,"hadoop, r, spark, docker",master,8,consulting,2024-04-30,2024-05-18,2286,7.7,future systems
ai05882,deep learning engineer,116223,usd,ex,fl,south korea,s,south korea,100,"data visualization, gcp, spark",bachelor,16,telecommunications,2024-12-26,2025-01-15,1263,7.6,cognitive computing
ai05883,autonomous systems engineer,78724,usd,mi,fl,australia,m,australia,0,"sql, mathematics, tensorflow, deep learning, spark",bachelor,2,telecommunications,2024-12-30,2025-03-07,1058,7.0,ai innovations
ai05884,machine learning engineer,78465,usd,se,fl,ireland,s,germany,50,"git, r, deep learning",associate,9,automotive,2024-08-26,2024-10-21,1485,5.6,digital transformation llc
ai05885,robotics engineer,64132,eur,en,pt,netherlands,l,netherlands,50,"mathematics, spark, tableau, pytorch",phd,1,automotive,2024-02-19,2024-03-07,960,7.4,machine intelligence group
ai05886,head of ai,67262,usd,en,fl,singapore,s,singapore,50,"python, mlops, hadoop",phd,1,consulting,2024-06-20,2024-07-17,1442,6.6,cloud ai solutions
ai05887,ai software engineer,112978,eur,se,pt,netherlands,s,sweden,50,"r, scala, data visualization",associate,5,consulting,2024-01-12,2024-01-29,1215,6.1,neural networks co
ai05888,ai specialist,182070,usd,ex,pt,china,l,china,50,"mathematics, spark, aws, statistics, gcp",bachelor,11,media,2024-06-10,2024-08-07,2268,8.6,predictive systems
ai05889,ai product manager,95011,usd,se,pt,finland,s,finland,50,"deep learning, nlp, java, hadoop",associate,6,manufacturing,2024-08-29,2024-10-07,1598,9.6,quantum computing inc
ai05890,ml ops engineer,46645,usd,en,ct,israel,l,australia,0,"r, kubernetes, gcp, hadoop",phd,0,real estate,2025-01-17,2025-02-07,832,9.7,techcorp inc
ai05891,data scientist,101981,usd,se,pt,india,l,india,50,"computer vision, docker, mathematics, linux",phd,6,healthcare,2024-10-20,2024-11-21,1243,7.0,digital transformation llc
ai05892,data analyst,200530,usd,ex,ft,australia,m,australia,50,"python, azure, mlops, tableau",master,19,consulting,2024-12-11,2025-01-10,2307,6.8,advanced robotics
ai05893,autonomous systems engineer,93234,usd,ex,fl,austria,s,austria,100,"pytorch, aws, computer vision, deep learning",master,11,media,2024-12-18,2025-01-15,790,5.7,cloud ai solutions
ai05894,machine learning researcher,82842,usd,mi,ft,singapore,m,australia,0,"scala, mlops, data visualization",master,3,telecommunications,2024-06-21,2024-08-14,1336,6.6,autonomous tech
ai05895,data engineer,137404,eur,se,fl,netherlands,s,sweden,50,"tableau, java, r, kubernetes, spark",associate,9,telecommunications,2025-04-29,2025-06-16,1120,7.1,neural networks co
ai05896,nlp engineer,62094,usd,mi,pt,finland,s,finland,100,"python, nlp, data visualization, tensorflow",bachelor,4,retail,2024-12-10,2025-01-08,2444,8.7,smart analytics
ai05897,deep learning engineer,188150,usd,ex,ct,canada,m,canada,50,"gcp, scala, azure, java",bachelor,10,energy,2025-04-08,2025-05-25,965,6.1,deeptech ventures
ai05898,research scientist,85992,usd,mi,fl,canada,l,india,0,"r, sql, nlp, mathematics",bachelor,2,consulting,2024-02-06,2024-03-06,1592,5.2,smart analytics
ai05899,ml ops engineer,91631,usd,mi,fl,sweden,m,sweden,0,"r, kubernetes, java, aws, pytorch",master,2,retail,2024-06-28,2024-09-05,1089,8.9,autonomous tech
ai05900,robotics engineer,54237,usd,en,pt,india,m,india,0,"python, spark, tableau",master,1,finance,2024-08-19,2024-10-02,2470,10.0,algorithmic solutions
ai05901,head of ai,152763,usd,ex,fl,united states,s,united states,50,"python, tensorflow, azure, r",master,14,manufacturing,2024-04-13,2024-05-26,1417,6.4,quantum computing inc
ai05902,ml ops engineer,139181,usd,ex,ft,south korea,s,norway,50,"sql, mlops, python, hadoop, spark",phd,15,energy,2024-04-16,2024-06-02,1912,7.8,advanced robotics
ai05903,data engineer,124141,usd,se,pt,sweden,m,sweden,0,"data visualization, computer vision, scala, pytorch",bachelor,9,healthcare,2025-03-05,2025-04-08,2054,6.5,deeptech ventures
ai05904,ai architect,67021,eur,en,ft,germany,l,netherlands,50,"java, kubernetes, mlops, computer vision",phd,1,education,2025-01-12,2025-02-25,1295,9.8,future systems
ai05905,ml ops engineer,235058,usd,ex,ft,denmark,m,denmark,0,"git, azure, java",associate,16,telecommunications,2024-09-22,2024-10-14,670,8.5,ai innovations
ai05906,data analyst,94754,usd,se,pt,ireland,m,ireland,100,"computer vision, python, azure, r, mathematics",master,7,automotive,2024-11-15,2025-01-10,2484,8.5,machine intelligence group
ai05907,ai research scientist,119939,usd,se,fl,australia,s,australia,0,"scala, data visualization, kubernetes, git",phd,9,healthcare,2025-01-04,2025-03-11,2473,6.1,deeptech ventures
ai05908,computer vision engineer,114245,usd,ex,pt,japan,s,japan,50,"java, linux, aws, tableau, azure",associate,18,media,2024-07-31,2024-08-15,936,5.3,techcorp inc
ai05909,head of ai,79814,usd,mi,fl,israel,l,israel,0,"java, python, statistics",associate,2,real estate,2024-08-15,2024-09-24,1666,9.6,datavision ltd
ai05910,ai consultant,76333,usd,en,fl,australia,m,australia,0,"r, hadoop, java, statistics, azure",associate,0,real estate,2024-01-24,2024-03-14,1438,9.5,neural networks co
ai05911,machine learning engineer,101837,usd,ex,fl,israel,s,united kingdom,50,"nlp, scala, tensorflow, aws, azure",phd,14,automotive,2024-11-12,2025-01-09,1193,5.8,quantum computing inc
ai05912,data engineer,156494,usd,ex,ft,australia,s,australia,0,"java, hadoop, mathematics, linux, statistics",master,13,automotive,2024-03-26,2024-05-11,1274,5.1,machine intelligence group
ai05913,ai architect,65917,usd,mi,fl,india,l,india,50,"data visualization, python, azure, deep learning",phd,3,manufacturing,2024-08-20,2024-09-30,562,7.7,autonomous tech
ai05914,ai product manager,140237,eur,se,ft,germany,m,germany,100,"pytorch, tensorflow, azure, deep learning",master,6,government,2025-02-07,2025-04-19,1714,7.7,digital transformation llc
ai05915,data scientist,106426,eur,mi,pt,germany,l,germany,100,"tensorflow, data visualization, git",associate,2,real estate,2024-02-11,2024-03-24,832,8.2,cloud ai solutions
ai05916,autonomous systems engineer,113388,usd,ex,pt,ireland,s,ireland,50,"spark, sql, java, azure, data visualization",master,10,real estate,2024-12-30,2025-01-31,2355,7.1,future systems
ai05917,autonomous systems engineer,259915,usd,ex,ct,united states,m,united states,100,"hadoop, java, pytorch, azure, kubernetes",phd,10,consulting,2024-07-13,2024-09-09,1129,8.2,predictive systems
ai05918,ai specialist,134637,usd,se,fl,norway,s,norway,0,"python, r, scala, java",associate,9,finance,2024-08-21,2024-10-09,1136,7.7,advanced robotics
ai05919,deep learning engineer,80421,usd,mi,fl,ireland,l,ireland,0,"git, deep learning, mlops",associate,4,transportation,2024-08-31,2024-09-18,1233,7.1,future systems
ai05920,machine learning researcher,44182,usd,en,ct,ireland,s,japan,50,"sql, tableau, tensorflow, kubernetes",phd,1,finance,2025-01-06,2025-02-19,2303,6.5,predictive systems
ai05921,data scientist,284130,usd,ex,ft,switzerland,s,india,0,"python, tensorflow, tableau, docker",bachelor,15,consulting,2024-07-02,2024-09-06,1910,5.1,digital transformation llc
ai05922,ai specialist,60003,usd,mi,pt,ireland,s,india,100,"mathematics, git, mlops, deep learning, computer vision",master,4,real estate,2024-02-01,2024-04-07,590,8.5,neural networks co
ai05923,ai consultant,134682,usd,ex,ft,ireland,s,south korea,100,"deep learning, docker, data visualization, azure, computer vision",master,19,education,2024-09-14,2024-11-13,1531,6.4,quantum computing inc
ai05924,deep learning engineer,80847,usd,en,ft,united states,m,norway,50,"r, linux, mathematics",bachelor,1,media,2024-08-19,2024-10-28,1073,5.1,datavision ltd
ai05925,ai product manager,55277,usd,en,ct,canada,m,canada,50,"python, spark, tableau, r",bachelor,0,real estate,2024-01-21,2024-02-29,1894,5.6,machine intelligence group
ai05926,deep learning engineer,82042,usd,mi,pt,finland,l,finland,50,"python, mathematics, linux",phd,4,finance,2024-08-31,2024-10-26,2185,7.1,techcorp inc
ai05927,ai consultant,123908,gbp,mi,pt,united kingdom,l,united kingdom,0,"docker, mathematics, tensorflow",associate,2,education,2025-03-03,2025-04-13,2306,8.6,machine intelligence group
ai05928,ai product manager,77159,usd,mi,ct,japan,l,germany,100,"python, aws, scala",master,2,media,2024-12-19,2025-01-21,740,5.8,deeptech ventures
ai05929,machine learning engineer,75218,usd,mi,fl,canada,s,france,50,"git, computer vision, kubernetes, nlp",associate,3,government,2024-05-29,2024-07-30,1481,7.7,cloud ai solutions
ai05930,ai research scientist,124858,usd,mi,fl,denmark,s,denmark,100,"python, tensorflow, gcp",bachelor,2,retail,2025-02-16,2025-03-26,2074,8.9,future systems
ai05931,head of ai,105876,usd,mi,fl,singapore,l,singapore,0,"hadoop, git, azure, tensorflow, spark",master,4,telecommunications,2024-01-15,2024-03-02,1961,7.2,algorithmic solutions
ai05932,ai research scientist,69815,usd,mi,pt,austria,m,austria,50,"pytorch, kubernetes, python",bachelor,3,media,2024-12-02,2025-01-01,1473,7.1,deeptech ventures
ai05933,robotics engineer,189484,usd,se,fl,norway,l,norway,100,"deep learning, docker, azure, python",phd,9,healthcare,2025-03-30,2025-05-25,1180,5.5,cloud ai solutions
ai05934,ai product manager,69644,usd,mi,ct,ireland,m,ireland,0,"r, deep learning, sql, gcp",master,2,consulting,2024-01-07,2024-03-17,1982,10.0,datavision ltd
ai05935,robotics engineer,211820,eur,ex,ft,france,m,france,50,"scala, gcp, statistics, r",associate,13,manufacturing,2024-11-09,2024-12-13,566,5.2,autonomous tech
ai05936,head of ai,89786,usd,se,fl,canada,s,canada,0,"computer vision, statistics, mlops, scala, data visualization",phd,9,transportation,2025-02-02,2025-03-23,1235,5.5,cloud ai solutions
ai05937,machine learning engineer,180456,usd,ex,pt,japan,l,ireland,0,"data visualization, scala, mathematics, aws",phd,10,telecommunications,2024-04-18,2024-06-15,1577,5.2,predictive systems
ai05938,ml ops engineer,99521,gbp,se,pt,united kingdom,s,united kingdom,0,"statistics, deep learning, nlp",bachelor,6,telecommunications,2025-01-26,2025-02-15,1730,5.2,digital transformation llc
ai05939,data analyst,232905,usd,ex,ft,singapore,s,singapore,50,"mathematics, deep learning, tableau, tensorflow",associate,14,gaming,2024-08-08,2024-09-18,2357,9.1,ai innovations
ai05940,computer vision engineer,99411,usd,en,pt,switzerland,l,switzerland,50,"tensorflow, tableau, python",phd,1,telecommunications,2025-01-29,2025-03-12,1795,6.3,algorithmic solutions
ai05941,data scientist,33839,usd,en,ft,finland,s,finland,50,"r, docker, sql, computer vision, gcp",associate,0,gaming,2024-11-21,2025-01-14,1261,6.4,advanced robotics
ai05942,data scientist,53432,usd,en,ft,israel,l,denmark,0,"tableau, tensorflow, scala, nlp",master,1,technology,2024-08-07,2024-09-03,2262,8.6,techcorp inc
ai05943,ai specialist,100015,usd,se,ct,south korea,m,south korea,100,"data visualization, linux, deep learning, scala",master,8,finance,2025-01-20,2025-03-31,2205,7.1,machine intelligence group
ai05944,ai research scientist,91896,usd,ex,pt,ireland,s,israel,50,"data visualization, spark, aws",bachelor,19,automotive,2025-04-26,2025-06-10,1221,8.2,smart analytics
ai05945,robotics engineer,153576,usd,se,pt,canada,l,canada,0,"kubernetes, mathematics, python, spark",associate,9,retail,2025-03-25,2025-04-13,1524,6.8,deeptech ventures
ai05946,data scientist,154228,usd,mi,pt,switzerland,m,switzerland,100,"data visualization, hadoop, tableau, kubernetes",associate,3,manufacturing,2024-11-28,2025-01-04,1154,9.6,techcorp inc
ai05947,ai product manager,165700,usd,ex,fl,united states,m,switzerland,50,"scala, git, tableau, kubernetes",master,18,technology,2024-09-10,2024-10-20,1494,7.1,algorithmic solutions
ai05948,deep learning engineer,54067,usd,en,fl,singapore,m,singapore,0,"scala, tensorflow, python, docker",bachelor,0,government,2024-01-29,2024-03-03,1725,7.9,neural networks co
ai05949,head of ai,151055,usd,ex,ft,china,m,germany,0,"computer vision, gcp, scala, deep learning, tableau",master,19,real estate,2024-09-05,2024-10-05,1872,7.7,future systems
ai05950,autonomous systems engineer,95873,usd,en,pt,switzerland,m,united kingdom,100,"gcp, scala, aws, pytorch, sql",master,0,gaming,2024-04-15,2024-06-15,2062,9.9,datavision ltd
ai05951,nlp engineer,44245,usd,en,ct,ireland,m,ireland,0,"computer vision, pytorch, gcp, tensorflow, mlops",associate,1,technology,2024-04-13,2024-05-10,2314,6.7,quantum computing inc
ai05952,machine learning engineer,65949,usd,mi,fl,india,s,china,100,"git, nlp, scala",associate,3,manufacturing,2025-03-14,2025-04-19,1591,5.2,cognitive computing
ai05953,ai research scientist,146170,usd,se,fl,australia,l,australia,0,"aws, python, tableau",phd,6,retail,2024-02-27,2024-04-07,1103,9.2,predictive systems
ai05954,ml ops engineer,303620,usd,ex,ft,denmark,m,denmark,50,"mathematics, python, mlops, azure",master,10,telecommunications,2025-03-06,2025-04-18,1725,7.4,advanced robotics
ai05955,computer vision engineer,138267,usd,mi,fl,switzerland,l,switzerland,50,"python, mlops, nlp, spark",phd,2,manufacturing,2024-03-24,2024-04-10,2141,6.5,neural networks co
ai05956,data analyst,110484,gbp,se,ct,united kingdom,m,united kingdom,100,"mathematics, kubernetes, sql, statistics, mlops",bachelor,8,healthcare,2024-01-27,2024-02-18,1994,7.2,algorithmic solutions
ai05957,data analyst,42445,usd,en,pt,india,m,india,50,"sql, git, tableau, aws, pytorch",bachelor,1,consulting,2024-10-01,2024-10-27,1198,6.8,cognitive computing
ai05958,machine learning researcher,338393,usd,ex,fl,norway,l,israel,100,"statistics, data visualization, nlp",associate,10,consulting,2024-05-13,2024-07-08,1455,9.8,advanced robotics
ai05959,nlp engineer,76421,usd,mi,fl,south korea,m,netherlands,100,"kubernetes, data visualization, mlops, sql",associate,2,media,2024-11-21,2024-12-06,646,9.9,algorithmic solutions
ai05960,deep learning engineer,167255,usd,se,pt,denmark,s,denmark,0,"kubernetes, linux, r",associate,8,energy,2024-08-28,2024-09-30,1621,8.6,machine intelligence group
